sample_id,label,fold,n_red_polygons,out_of_range_vertices,mask_area,area_ratio,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,bbox_max_side,upsample_factor,context_box_width,context_box_height
MR0132,0,4,3,0,19440,0.1318359375,48,128,301,339,253,211,253,1.517786561264822,352,297
MR0133,3,1,6,0,8375,0.05679660373263889,54,121,320,324,266,203,266,1.443609022556391,374,285
MR0134,3,2,4,0,19128,0.12972005208333334,103,129,314,343,211,214,214,1.794392523364486,297,298
MR0135,2,5,4,0,15278,0.1036105685763889,56,121,331,340,275,219,275,1.3963636363636365,383,307
MR0136,2,5,4,0,14522,0.0984836154513889,51,120,322,325,271,205,271,1.4169741697416973,377,287
MR0137,3,1,5,0,14189,0.0962253146701389,54,124,336,337,282,213,282,1.3617021276595744,384,299
MR0138,3,2,3,0,18541,0.1257392035590278,49,128,314,335,265,207,265,1.4490566037735848,367,291
MR0139,0,1,1,0,448,0.0030381944444444445,172,328,221,347,49,19,49,7.836734693877551,69,27
MR0140,1,4,4,0,5433,0.036844889322916664,59,164,304,348,245,184,245,1.5673469387755101,343,257
MR0141,1,1,5,0,9885,0.06703694661458333,73,167,296,352,223,185,223,1.7219730941704037,313,254
MR0142,1,4,5,0,7480,0.050726996527777776,55,125,323,325,268,200,268,1.4328358208955223,376,280
MR0143,2,5,3,0,19005,0.12888590494791666,61,124,336,347,275,223,275,1.3963636363636365,378,305
MR0144,3,2,2,0,17900,0.12139214409722222,145,127,319,350,174,223,223,1.7219730941704037,244,302
MR0145,1,4,2,0,6926,0.04696994357638889,71,166,331,252,260,86,260,1.476923076923077,364,122
MR0146,2,5,2,0,6537,0.044331868489583336,139,90,272,261,133,171,171,2.245614035087719,187,241
MR0147,3,1,2,0,8877,0.060201009114583336,72,90,249,287,177,197,197,1.9492385786802031,249,277
MR0148,2,4,3,0,8028,0.054443359375,55,164,328,254,273,90,273,1.4065934065934067,383,126
MR0149,3,4,3,0,7121,0.04829237196180555,56,160,243,248,187,88,187,2.053475935828877,263,124
MR0150,3,5,2,0,6148,0.041693793402777776,130,167,279,264,149,97,149,2.577181208053691,209,137
MR0151,0,3,2,0,7940,0.05384657118055555,61,168,327,261,266,93,266,1.443609022556391,374,131
MR0152,3,3,2,0,9625,0.0652737087673611,115,163,319,261,204,98,204,1.8823529411764706,286,138
MR0153,4,4,2,0,8057,0.05464002821180555,132,162,275,266,143,104,143,2.6853146853146854,201,146
MR0155,3,5,3,0,6156,0.041748046875,114,90,311,263,197,173,197,1.9492385786802031,277,243
MR0126,2,5,5,0,10262,0.06959364149305555,133,73,333,364,200,291,291,1.3195876288659794,280,370
MR0186,3,4,4,0,11147,0.0755954318576389,123,180,315,356,192,176,192,2.0,270,240
MR0188,2,2,5,0,10109,0.06855604383680555,125,186,329,362,204,176,204,1.8823529411764706,286,234
MR0220,3,3,5,0,12089,0.08198377821180555,58,81,327,322,269,241,269,1.4275092936802973,377,339
MR0221,4,4,6,0,15384,0.10432942708333333,96,82,336,351,240,269,269,1.4275092936802973,336,356
MR0222,4,5,6,0,11510,0.07805718315972222,78,108,285,352,207,244,244,1.5737704918032787,291,325
MR0223,4,1,6,0,12194,0.08269585503472222,57,88,332,318,275,230,275,1.3963636363636365,382,322
MR0224,4,5,7,0,14723,0.09984673394097222,97,90,336,333,239,243,243,1.5802469135802468,335,341
MR0225,4,3,5,0,13532,0.0917697482638889,49,188,286,325,237,137,237,1.620253164556962,333,193
MR0226,3,4,6,0,15143,0.1026950412326389,59,78,331,359,272,281,281,1.3665480427046264,380,363
MR0227,4,2,6,0,17116,0.11607530381944445,103,89,336,350,233,261,261,1.471264367816092,327,348
MR0228,4,3,5,0,13942,0.09455023871527778,50,88,283,325,233,237,237,1.620253164556962,327,333
MR0229,3,5,5,0,15730,0.10667588975694445,62,82,327,350,265,268,268,1.4328358208955223,371,356
MR0230,4,5,6,0,14710,0.0997585720486111,93,69,336,347,243,278,278,1.381294964028777,340,371
MR0231,4,4,4,0,13320,0.09033203125,48,177,281,326,233,149,233,1.648068669527897,327,209
MR0232,2,4,6,0,14326,0.09715440538194445,55,77,328,356,273,279,279,1.3763440860215055,383,363
MR0233,4,1,4,0,17165,0.11640760633680555,100,83,336,331,236,248,248,1.5483870967741935,332,348
MR0234,3,1,4,0,10351,0.07019721137152778,48,185,284,295,236,110,236,1.6271186440677967,332,154
MR0235,3,3,5,0,14875,0.10087754991319445,59,89,329,360,270,271,271,1.4169741697416973,378,350
MR0236,3,5,6,0,13193,0.08947075737847222,97,91,336,352,239,261,261,1.471264367816092,335,346
MR0237,3,2,5,0,16840,0.11420355902777778,49,97,294,360,245,263,263,1.4600760456273765,343,340
MR0238,3,4,5,0,13789,0.09351264105902778,62,87,329,359,267,272,272,1.411764705882353,375,352
MR0239,3,2,4,0,16156,0.10956488715277778,100,95,336,352,236,257,257,1.4941634241245136,332,341
MR0240,2,5,6,0,10605,0.07191975911458333,48,92,275,353,227,261,261,1.471264367816092,319,345
MR0241,3,5,6,0,14935,0.1012844509548611,51,88,325,361,274,273,274,1.4014598540145986,380,351
MR0242,4,4,5,0,18219,0.12355550130208333,101,86,336,352,235,266,266,1.443609022556391,329,352
MR0243,4,4,6,0,11648,0.07899305555555555,49,90,284,341,235,251,251,1.5298804780876494,329,345
MR0244,2,5,2,0,10137,0.06874593098958333,62,192,325,298,263,106,263,1.4600760456273765,369,150
MR0245,3,2,4,0,12665,0.08589002821180555,94,157,335,324,241,167,241,1.5933609958506223,339,235
MR0246,3,4,4,0,8970,0.060831705729166664,48,190,291,277,243,87,243,1.5802469135802468,340,123
MR0219,4,3,4,0,16044,0.10880533854166667,118,37,287,343,169,306,306,1.2549019607843137,237,384
MR0187,2,2,5,0,2582,0.017510308159722224,87,217,264,361,177,144,177,2.169491525423729,249,196
MR0218,4,1,5,0,15253,0.10344102647569445,92,46,317,350,225,304,304,1.263157894736842,315,384
MR0216,4,1,8,0,15665,0.1062350802951389,59,26,291,336,232,310,310,1.238709677419355,326,384
MR0189,1,4,4,0,7761,0.052632649739583336,77,194,273,358,196,164,196,1.9591836734693877,276,223
MR0190,1,5,8,0,10441,0.07080756293402778,72,36,315,363,243,327,327,1.1743119266055047,341,384
MR0191,2,4,6,0,10261,0.06958685980902778,148,85,335,364,187,279,279,1.3763440860215055,263,355
MR0192,2,1,7,0,9073,0.061530219184027776,50,79,269,359,219,280,280,1.3714285714285714,307,361
MR0193,1,2,5,0,10089,0.06842041015625,59,199,326,360,267,161,267,1.4382022471910112,375,218
MR0194,2,2,4,0,10329,0.07004801432291667,114,181,319,353,205,172,205,1.8731707317073172,287,238
MR0195,2,5,4,0,8629,0.05851915147569445,68,181,269,357,201,176,201,1.9104477611940298,283,239
MR0196,1,3,7,0,14700,0.09969075520833333,61,71,334,361,273,290,290,1.3241379310344827,378,371
MR0197,3,3,3,0,14396,0.0976291232638889,105,168,311,356,206,188,206,1.8640776699029127,290,254
MR0198,2,2,4,0,8760,0.059407552083333336,71,185,279,357,208,172,208,1.8461538461538463,292,234
MR0199,2,1,5,0,12324,0.08357747395833333,55,187,317,362,262,175,262,1.465648854961832,368,232
MR0200,2,3,6,0,8479,0.057501898871527776,50,170,271,354,221,184,221,1.737556561085973,311,251
MR0201,3,5,3,0,10597,0.0718655056423611,114,180,308,354,194,174,194,1.9793814432989691,272,239
MR0202,2,1,4,0,10970,0.07439507378472222,65,198,319,363,254,165,254,1.5118110236220472,356,219
MR0203,2,4,5,0,6331,0.04293484157986111,55,191,288,366,233,175,233,1.648068669527897,327,228
MR0204,3,2,5,0,8582,0.05820041232638889,117,199,318,361,201,162,201,1.9104477611940298,283,218
MR0205,1,4,4,0,4424,0.030002170138888888,144,216,318,359,174,143,174,2.206896551724138,244,197
MR0206,2,5,4,0,6709,0.04549831814236111,131,168,297,362,166,194,194,1.9793814432989691,234,255
MR0207,1,1,5,0,8221,0.05575222439236111,72,180,270,355,198,175,198,1.9393939393939394,278,239
MR0208,1,2,3,0,1779,0.012064615885416666,148,209,241,356,93,147,147,2.6122448979591835,131,205
MR0209,2,2,4,0,6186,0.041951497395833336,132,185,300,354,168,169,169,2.272189349112426,236,233
MR0210,2,5,4,0,6662,0.04517957899305555,74,206,257,353,183,147,183,2.098360655737705,257,207
MR0211,1,5,6,0,6678,0.0452880859375,64,189,322,360,258,171,258,1.4883720930232558,362,230
MR0212,2,3,6,0,9713,0.06587049696180555,109,176,324,359,215,183,215,1.786046511627907,301,245
MR0213,2,2,5,0,5521,0.03744167751736111,71,173,264,356,193,183,193,1.9896373056994818,271,248
MR0214,3,2,8,0,15854,0.1075168185763889,70,51,316,285,246,234,246,1.5609756097560976,346,328
MR0215,4,5,4,0,14175,0.09613037109375,88,132,269,332,181,200,200,1.92,255,280
MR0217,4,2,6,0,15379,0.10429551866319445,68,34,316,343,248,309,309,1.2427184466019416,348,384
MR0125,3,4,4,0,14993,0.10167778862847222,75,54,272,355,197,301,301,1.2757475083056478,277,384
MR0124,1,5,6,0,11269,0.07642279730902778,64,74,319,359,255,285,285,1.3473684210526315,357,367
MR0123,3,3,3,0,16350,0.11088053385416667,96,45,305,360,209,315,315,1.2190476190476192,293,384
MR0033,3,4,8,0,16236,0.110107421875,49,43,272,352,223,309,309,1.2427184466019416,313,384
MR0034,2,4,8,0,16333,0.11076524522569445,52,111,316,361,264,250,264,1.4545454545454546,369,323
MR0035,3,1,6,0,16984,0.11518012152777778,48,160,266,354,218,194,218,1.761467889908257,306,263
MR0036,2,2,8,0,11027,0.07478162977430555,110,109,328,364,218,255,255,1.5058823529411764,306,326
MR0037,1,2,5,0,1054,0.007147894965277778,88,25,255,340,167,315,315,1.2190476190476192,235,384
MR0038,2,2,9,0,17932,0.1216091579861111,73,23,273,348,200,325,325,1.1815384615384616,280,384
MR0039,3,5,13,0,13662,0.0926513671875,98,17,317,351,219,334,334,1.1497005988023952,307,384
MR0040,1,2,11,0,11524,0.0781521267361111,63,15,325,349,262,334,334,1.1497005988023952,368,384
MR0041,3,5,4,0,29381,0.1992526584201389,102,15,314,354,212,339,339,1.1327433628318584,298,384
MR0042,3,1,6,0,20362,0.1380886501736111,69,18,288,349,219,331,331,1.1601208459214503,307,384
MR0043,1,2,6,0,22195,0.1505194769965278,64,6,320,363,256,357,357,1.0756302521008403,360,384
MR0044,3,4,7,0,22653,0.15362548828125,93,15,314,369,221,354,354,1.0847457627118644,311,384
MR0045,3,5,9,0,16444,0.11151801215277778,70,16,278,363,208,347,347,1.106628242074928,292,384
MR0046,1,5,8,0,6324,0.042887369791666664,84,18,323,352,239,334,334,1.1497005988023952,335,384
MR0047,3,1,11,0,9493,0.06437852647569445,95,24,336,359,241,335,335,1.146268656716418,338,384
MR0048,2,4,7,0,19755,0.13397216796875,57,3,280,357,223,354,354,1.0847457627118644,313,384
MR0049,1,2,7,0,15160,0.1028103298611111,66,108,317,362,251,254,254,1.5118110236220472,353,327
MR0050,4,4,7,0,10371,0.07033284505208333,57,116,280,351,223,235,235,1.6340425531914893,313,315
MR0051,4,4,6,0,19082,0.12940809461805555,88,169,316,363,228,194,228,1.6842105263157894,320,254
MR0052,2,1,8,0,12708,0.086181640625,60,118,316,359,256,241,256,1.5,360,315
MR0053,4,3,9,0,23769,0.16119384765625,91,21,331,354,240,333,333,1.1531531531531531,336,384
MR0054,3,2,9,0,17583,0.11924235026041667,56,64,302,351,246,287,287,1.3379790940766552,346,378
MR0055,4,4,8,0,18659,0.12653944227430555,48,73,292,368,244,295,295,1.3016949152542372,341,370
MR0056,3,1,8,0,21092,0.1430392795138889,85,21,332,358,247,337,337,1.13946587537092,347,384
MR0057,1,5,8,0,14341,0.0972561306423611,71,65,315,358,244,293,293,1.310580204778157,342,378
MR0058,1,1,8,0,18174,0.12325032552083333,57,114,313,364,256,250,256,1.5,360,320
MR0059,4,2,7,0,26423,0.1791924370659722,50,46,284,366,234,320,320,1.2,328,384
MR0032,2,5,7,0,13003,0.08818223741319445,106,204,328,358,222,154,222,1.7297297297297298,312,211
MR0060,4,1,8,0,18181,0.12329779730902778,89,96,335,356,246,260,260,1.476923076923077,345,340
MR0031,1,2,9,0,13907,0.09431287977430555,60,186,330,358,270,172,270,1.4222222222222223,378,233
MR0029,1,2,5,0,7093,0.048102484809027776,69,133,276,272,207,139,207,1.855072463768116,291,195
MR0002,4,4,3,0,16727,0.1134372287326389,113,128,336,320,223,192,223,1.7219730941704037,313,270
MR0003,4,4,3,0,14566,0.0987820095486111,48,146,275,300,227,154,227,1.6916299559471366,319,216
MR0004,3,4,5,0,14101,0.09562852647569445,63,63,304,287,241,224,241,1.5933609958506223,339,314
MR0005,3,2,4,0,19233,0.13043212890625,109,59,336,318,227,259,259,1.4826254826254825,319,363
MR0006,3,1,6,0,12186,0.0826416015625,69,78,269,296,200,218,218,1.761467889908257,280,306
MR0007,3,5,15,0,16640,0.11284722222222222,63,70,325,299,262,229,262,1.465648854961832,368,321
MR0008,3,3,9,0,13948,0.09459092881944445,109,140,329,310,220,170,220,1.7454545454545454,308,238
MR0009,3,3,12,0,11680,0.07921006944444445,60,71,263,302,203,231,231,1.6623376623376624,285,325
MR0010,2,3,9,0,14618,0.09913465711805555,63,149,325,299,262,150,262,1.465648854961832,368,210
MR0011,4,1,5,0,12933,0.08770751953125,108,151,327,301,219,150,219,1.7534246575342465,307,210
MR0012,3,5,8,0,12200,0.0827365451388889,50,151,264,293,214,142,214,1.794392523364486,300,200
MR0013,2,4,5,0,11178,0.0758056640625,63,180,325,277,262,97,262,1.465648854961832,368,137
MR0014,4,1,6,0,11468,0.07777235243055555,48,75,247,295,199,220,220,1.7454545454545454,279,308
MR0015,3,1,5,0,10386,0.0704345703125,133,176,336,284,203,108,203,1.8916256157635467,285,152
MR0016,3,3,5,0,10616,0.0719943576388889,71,190,328,275,257,85,257,1.4941634241245136,361,119
MR0017,3,5,4,0,7912,0.053656684027777776,145,190,336,286,191,96,191,2.0104712041884816,269,136
MR0018,3,2,4,0,7494,0.050821940104166664,48,192,252,281,204,89,204,1.8823529411764706,286,125
MR0019,2,1,6,0,11415,0.07741292317708333,65,185,328,357,263,172,263,1.4600760456273765,369,234
MR0020,3,4,4,0,6961,0.04720730251736111,145,189,310,353,165,164,165,2.327272727272727,231,228
MR0021,2,3,4,0,6507,0.04412841796875,78,199,245,347,167,148,167,2.2994011976047903,235,208
MR0022,1,3,6,0,12320,0.08355034722222222,71,186,327,355,256,169,256,1.5,360,232
MR0023,2,4,5,0,7346,0.04981825086805555,152,191,316,350,164,159,164,2.341463414634146,230,223
MR0024,2,5,5,0,6264,0.04248046875,80,197,247,345,167,148,167,2.2994011976047903,235,208
MR0025,2,5,5,0,7290,0.0494384765625,76,197,313,270,237,73,237,1.620253164556962,333,103
MR0026,3,4,4,0,5414,0.03671603732638889,157,196,313,352,156,156,156,2.4615384615384617,220,220
MR0027,3,2,5,0,5338,0.036200629340277776,74,200,232,351,158,151,158,2.430379746835443,222,213
MR0028,1,4,5,0,9977,0.0676608615451389,71,185,323,286,252,101,252,1.5238095238095237,354,143
MR0030,3,2,9,0,16211,0.10993787977430555,73,69,314,350,241,281,281,1.3665480427046264,339,372
MR0061,1,1,8,0,11013,0.07468668619791667,82,117,321,363,239,246,246,1.5609756097560976,335,317
MR0062,3,4,10,0,20452,0.1386990017361111,82,58,336,360,254,302,302,1.271523178807947,353,384
MR0063,3,2,7,0,13412,0.09095594618055555,57,117,281,357,224,240,240,1.6,314,315
MR0096,3,1,10,0,18935,0.1284111870659722,50,67,282,357,232,290,290,1.3241379310344827,326,375
MR0097,2,5,10,0,22402,0.1519232855902778,63,121,320,360,257,239,257,1.4941634241245136,361,311
MR0098,2,4,9,0,20606,0.1397433810763889,105,104,336,358,231,254,254,1.5118110236220472,325,331
MR0099,3,3,9,0,19262,0.13062879774305555,51,54,275,353,224,299,299,1.2842809364548495,314,384
MR0100,1,1,9,0,15008,0.1017795138888889,68,127,318,358,250,231,250,1.536,350,304
MR0101,2,1,3,0,2190,0.014851888020833334,223,79,302,358,79,279,279,1.3763440860215055,111,361
MR0102,3,5,3,0,2174,0.014743381076388888,76,201,267,352,191,151,191,2.0104712041884816,269,213
MR0103,2,4,3,0,1950,0.013224283854166666,72,182,227,360,155,178,178,2.157303370786517,217,238
MR0104,3,3,4,0,6595,0.04472520616319445,151,184,297,356,146,172,172,2.2325581395348837,206,235
MR0105,3,5,4,0,8200,0.055609809027777776,83,189,271,361,188,172,188,2.0425531914893615,264,230
MR0106,3,3,5,0,7406,0.050225151909722224,75,189,297,362,222,173,222,1.7297297297297298,312,230
MR0107,4,3,4,0,10584,0.07177734375,111,184,290,369,179,185,185,2.075675675675676,251,237
MR0108,4,4,3,0,8562,0.058064778645833336,83,183,225,368,142,185,185,2.075675675675676,200,238
MR0109,3,1,3,0,14846,0.1006808810763889,82,175,304,364,222,189,222,1.7297297297297298,312,247
MR0110,4,1,5,0,10443,0.07082112630208333,117,174,325,369,208,195,208,1.8461538461538463,292,249
MR0111,3,1,2,0,9622,0.06525336371527778,78,191,225,367,147,176,176,2.1818181818181817,207,229
MR0112,2,2,2,0,2425,0.016445583767361112,125,245,242,364,117,119,119,3.226890756302521,165,163
MR0113,4,5,4,0,8187,0.055521647135416664,117,173,301,368,184,195,195,1.9692307692307693,258,250
MR0114,4,5,2,0,7009,0.04753282335069445,75,194,218,366,143,172,172,2.2325581395348837,201,225
MR0115,2,3,4,0,6977,0.04731580946180555,69,189,317,357,248,168,248,1.5483870967741935,348,229
MR0116,4,4,4,0,9803,0.06648084852430555,88,141,315,289,227,148,227,1.6916299559471366,319,208
MR0117,4,5,5,0,9634,0.0653347439236111,84,62,291,354,207,292,292,1.3150684931506849,291,381
MR0118,2,2,4,0,7302,0.049519856770833336,68,200,319,363,251,163,251,1.5298804780876494,353,217
MR0119,3,1,3,0,12084,0.08194986979166667,130,184,303,359,173,175,175,2.1942857142857144,243,235
MR0120,4,3,3,0,16065,0.10894775390625,77,182,280,350,203,168,203,1.8916256157635467,285,236
MR0121,2,3,4,0,11511,0.07806396484375,51,45,317,360,266,315,315,1.2190476190476192,371,384
MR0122,3,5,3,0,15731,0.10668267144097222,74,172,292,353,218,181,218,1.761467889908257,306,249
MR0095,2,1,8,0,15099,0.10239664713541667,109,85,336,354,227,269,269,1.4275092936802973,319,353
MR0094,1,3,9,0,12693,0.08607991536458333,74,125,318,358,244,233,244,1.5737704918032787,342,306
MR0093,4,1,9,0,25710,0.17435709635416666,57,74,280,359,223,285,285,1.3473684210526315,313,367
MR0092,2,5,6,0,18671,0.1266208224826389,105,124,336,357,231,233,233,1.648068669527897,325,307
MR0064,0,1,7,0,11587,0.0785793728298611,59,119,305,304,246,185,246,1.5609756097560976,346,259
MR0065,2,4,8,0,11491,0.07792833116319445,53,116,285,311,232,195,232,1.6551724137931034,326,273
MR0066,2,4,7,0,18800,0.1274956597222222,91,116,336,315,245,199,245,1.5673469387755101,342,279
MR0067,1,4,9,0,16011,0.10858154296875,60,16,317,297,257,281,281,1.3665480427046264,361,354
MR0068,3,1,8,0,17503,0.11869981553819445,85,19,330,306,245,287,287,1.3379790940766552,343,364
MR0070,0,5,6,0,21542,0.1460910373263889,63,119,331,317,268,198,268,1.4328358208955223,375,278
MR0071,4,1,7,0,22863,0.15504964192708334,87,115,318,355,231,240,240,1.6,325,317
MR0072,4,3,9,0,22468,0.1523708767361111,64,104,302,352,238,248,248,1.5483870967741935,334,330
MR0073,0,5,8,0,16873,0.11442735460069445,56,120,325,302,269,182,269,1.4275092936802973,377,256
MR0074,2,2,7,0,20484,0.138916015625,93,117,331,351,238,234,238,1.6134453781512605,334,314
MR0075,2,2,6,0,9127,0.061896430121527776,52,116,236,348,184,232,232,1.6551724137931034,258,315
MR0076,1,2,9,0,10429,0.07072618272569445,68,106,312,283,244,177,244,1.5737704918032787,342,249
MR0247,2,3,5,0,15989,0.1084323459201389,50,89,329,360,279,271,279,1.3763440860215055,384,350
MR0077,3,4,9,0,22661,0.1536797417534722,93,64,336,324,243,260,260,1.476923076923077,340,364
MR0079,2,2,8,0,14595,0.09897867838541667,66,120,329,293,263,173,263,1.4600760456273765,369,243
MR0080,3,2,8,0,19193,0.1301608615451389,88,125,332,341,244,216,244,1.5737704918032787,342,303
MR0081,2,3,6,0,12555,0.08514404296875,57,124,276,287,219,163,219,1.7534246575342465,307,229
MR0082,1,5,7,0,13165,0.08928087022569445,55,117,323,360,268,243,268,1.4328358208955223,376,316
MR0083,3,1,6,0,16859,0.11433241102430555,106,120,336,355,230,235,235,1.6340425531914893,322,311
MR0084,3,1,6,0,17206,0.11668565538194445,50,127,275,357,225,230,230,1.6695652173913043,315,303
MR0085,1,3,7,0,15012,0.101806640625,69,126,319,359,250,233,250,1.536,350,305
MR0086,3,4,7,0,18441,0.12506103515625,106,123,335,363,229,240,240,1.6,321,309
MR0087,4,2,8,0,21604,0.1465115017361111,55,75,283,352,228,277,277,1.3862815884476534,320,365
MR0088,1,5,9,0,14890,0.1009792751736111,71,126,327,358,256,232,256,1.5,360,305
MR0089,3,3,8,0,17818,0.12083604600694445,138,20,336,356,198,336,336,1.1428571428571428,278,384
MR0090,3,1,7,0,17688,0.11995442708333333,55,70,262,352,207,282,282,1.3617021276595744,291,371
MR0091,1,3,7,0,16072,0.10899522569444445,71,122,316,361,245,239,245,1.5673469387755101,343,310
MR0078,3,5,9,0,8929,0.060553656684027776,53,114,232,276,179,162,179,2.1452513966480447,251,228
MR0498,3,2,4,0,16209,0.10992431640625,48,156,292,349,244,193,244,1.5737704918032787,341,267
MR0248,3,5,5,0,18570,0.12593587239583334,112,95,336,352,224,257,257,1.4941634241245136,314,341
MR0250,2,4,4,0,12171,0.08253987630208333,55,195,323,320,268,125,268,1.4328358208955223,376,175
MR0407,3,2,4,0,15054,0.10209147135416667,111,191,323,357,212,166,212,1.8113207547169812,298,227
MR0408,2,2,6,0,15263,0.10350884331597222,63,84,303,355,240,271,271,1.4169741697416973,336,355
MR0409,2,4,4,0,26460,0.179443359375,64,48,319,360,255,312,312,1.2307692307692308,357,384
MR0410,3,5,5,0,13725,0.09307861328125,132,36,320,357,188,321,321,1.1962616822429906,264,384
MR0411,2,5,5,0,11789,0.07994927300347222,61,28,246,354,185,326,326,1.177914110429448,259,384
MR0412,1,3,1,0,69,0.0004679361979166667,180,337,197,346,17,9,17,22.58823529411765,25,13
MR0413,4,5,5,0,17976,0.12190755208333333,69,72,303,356,234,284,284,1.352112676056338,328,369
MR0414,3,4,3,0,12240,0.0830078125,68,194,292,352,224,158,224,1.7142857142857142,314,222
MR0415,2,4,3,0,7663,0.05196804470486111,55,200,313,290,258,90,258,1.4883720930232558,362,126
MR0416,3,4,5,0,11113,0.07536485460069445,84,147,298,360,214,213,214,1.794392523364486,300,280
MR0417,3,3,6,0,10287,0.06976318359375,63,137,304,296,241,159,241,1.5933609958506223,339,223
MR0418,1,3,7,0,15024,0.10188802083333333,69,73,316,288,247,215,247,1.5546558704453441,347,301
MR0419,3,5,4,0,5814,0.0394287109375,86,83,254,359,168,276,276,1.391304347826087,236,357
MR0420,4,3,6,0,9405,0.06378173828125,108,89,334,360,226,271,271,1.4169741697416973,318,350
MR0421,3,5,7,0,8775,0.05950927734375,70,76,321,357,251,281,281,1.3665480427046264,353,365
MR0422,2,1,5,0,10406,0.07057020399305555,132,79,330,359,198,280,280,1.3714285714285714,278,361
MR0423,4,3,5,0,11300,0.0766330295138889,77,77,263,355,186,278,278,1.381294964028777,262,363
MR0424,3,2,4,0,8909,0.060418023003472224,70,196,322,357,252,161,252,1.5238095238095237,354,221
MR0425,2,4,6,0,10773,0.07305908203125,133,146,297,354,164,208,208,1.8461538461538463,230,280
MR0426,3,4,5,0,10955,0.07429334852430555,48,168,280,356,232,188,232,1.6551724137931034,326,254
MR0427,3,4,5,0,18905,0.1282077365451389,68,73,326,361,258,288,288,1.3333333333333333,362,369
MR0428,2,1,4,0,14805,0.10040283203125,109,78,304,360,195,282,282,1.3617021276595744,273,363
MR0429,3,3,4,0,11096,0.07524956597222222,89,80,266,362,177,282,282,1.3617021276595744,249,361
MR0430,2,4,4,0,2608,0.017686631944444444,138,83,320,358,182,275,275,1.3963636363636365,256,356
MR0431,1,4,4,0,15513,0.10520426432291667,117,83,307,356,190,273,273,1.4065934065934067,266,356
MR0432,3,2,3,0,14287,0.0968899197048611,82,175,281,354,199,179,199,1.92964824120603,279,245
MR0433,2,3,1,0,2327,0.015780978732638888,128,323,228,357,100,34,100,3.84,140,48
MR0406,2,1,4,0,15302,0.10377332899305555,60,189,327,361,267,172,267,1.4382022471910112,375,230
MR0434,0,2,2,0,4744,0.032172309027777776,128,203,304,354,176,151,176,2.1818181818181817,248,212
MR0405,3,1,5,0,17355,0.11769612630208333,57,63,260,355,203,292,292,1.3150684931506849,285,380
MR0403,2,5,6,0,18840,0.12776692708333334,60,36,303,357,243,321,321,1.1962616822429906,341,384
MR0376,4,3,4,0,3161,0.021436903211805556,124,70,317,273,193,203,203,1.8916256157635467,271,285
MR0377,4,1,6,0,8202,0.055623372395833336,75,60,262,290,187,230,230,1.6695652173913043,263,322
MR0378,4,4,4,0,13516,0.09166124131944445,113,49,304,282,191,233,233,1.648068669527897,269,327
MR0379,4,5,4,0,18552,0.12581380208333334,63,45,319,336,256,291,291,1.3195876288659794,360,384
MR0380,4,1,4,0,21951,0.14886474609375,111,53,335,342,224,289,289,1.328719723183391,314,384
MR0381,4,5,4,0,19675,0.1334296332465278,48,53,279,339,231,286,286,1.3426573426573427,325,384
MR0382,4,2,5,0,14971,0.1015285915798611,64,74,318,322,254,248,254,1.5118110236220472,356,348
MR0383,3,5,4,0,14812,0.10045030381944445,48,58,268,328,220,270,270,1.4222222222222223,308,378
MR0384,4,5,3,0,16179,0.10972086588541667,115,179,336,339,221,160,221,1.737556561085973,311,224
MR0385,2,2,4,0,12223,0.08289252387152778,78,59,311,330,233,271,271,1.4169741697416973,327,380
MR0386,3,5,4,0,19027,0.1290351019965278,121,46,336,340,215,294,294,1.3061224489795917,301,384
MR0387,3,3,5,0,12947,0.0878024631076389,48,61,277,329,229,268,268,1.4328358208955223,321,376
MR0388,3,4,6,0,8987,0.06094699435763889,63,196,319,360,256,164,256,1.5,360,221
MR0389,2,5,4,0,5718,0.038777669270833336,126,203,336,357,210,154,210,1.8285714285714285,294,212
MR0390,2,1,3,0,6986,0.04737684461805555,73,196,228,353,155,157,157,2.445859872611465,217,220
MR0391,1,1,2,0,812,0.005506727430555556,153,210,246,269,93,59,93,4.129032258064516,131,83
MR0392,2,1,4,0,4626,0.0313720703125,141,196,323,354,182,158,182,2.10989010989011,256,220
MR0393,2,5,4,0,5455,0.036994086371527776,75,205,236,353,161,148,161,2.3850931677018634,227,208
MR0394,3,2,5,0,15485,0.1050143771701389,66,61,313,360,247,299,299,1.2842809364548495,347,383
MR0395,3,5,6,0,10675,0.07239447699652778,154,61,320,359,166,298,298,1.2885906040268456,234,383
MR0396,3,5,6,0,15206,0.1031222873263889,48,70,267,357,219,287,287,1.3379790940766552,307,372
MR0397,2,2,5,0,11619,0.07879638671875,75,41,325,360,250,319,319,1.2037617554858935,350,384
MR0398,3,5,6,0,19943,0.1352471245659722,103,39,328,359,225,320,320,1.2,315,384
MR0399,2,1,6,0,11735,0.07958306206597222,62,49,253,354,191,305,305,1.259016393442623,269,384
MR0400,2,3,5,0,14024,0.09510633680555555,66,87,320,357,254,270,270,1.4222222222222223,356,351
MR0401,3,1,5,0,14716,0.09979926215277778,139,71,325,353,186,282,282,1.3617021276595744,262,370
MR0402,2,4,7,0,11731,0.0795559353298611,59,75,282,354,223,279,279,1.3763440860215055,313,365
